train_idx,client_ID,gender,age,martial_status,location,products_count,monthly_count,mean_spending,label
9001,c-613901442544,F,45-49,Married,Town,320,7,60.85,2
9002,c-877784920462,M,35-39,Single,City,173,5,85.06,4
9003,c-542627206554,F,60-64,Married,City,149,3,103.29,2
9004,c-774980346637,F,65-69,Divorced,City,95,4,27.6,4
9005,c-341030744603,F,90-94,Widowed,City,169,9,29.64,4
9006,c-213474791871,F,90-94,Married,Town,92,2,84.95,2
9007,c-774980346637,F,55-59,Married,City,245,4,125.48,2
9008,c-877784920462,M,55-59,Single,City,62,5,26.77,4
9009,c-815497904495,F,70-74,Married,City,67,1,96.89,2
9010,c-221929854393,M,35-39,Married,City,303,7,82.38,2
9011,c-906757616828,M,40-44,Married,City,252,4,119.23,2
9012,c-150655618403,M,55-59,Married,Town,259,3,123.53,2
9013,c-222462011894,M,60-64,Divorced,City,6,2,15.11,1
9014,c-815497904495,F,35-39,Single,City,9,1,40.43,4
9015,c-222462011894,M,70-74,Married,City,219,2,102.99,2
9016,c-886772140485,F,65-69,Single,City,121,5,73.49,1
9017,c-339575700373,M,40-44,Married,City,129,9,34.17,4
9018,c-815497904495,F,50-54,Married,City,18,1,126.02,1
9019,c-339575700373,M,75-79,Divorced,City,83,9,23.08,3
9020,c-995430766442,M,20-24,Single,City,24,11,4.73,0
9021,c-440925229968,M,50-54,Married,City,302,18,43.41,4
9022,c-956953784394,Other,55-59,Single,City,83,11,11.76,3
9023,c-995430766442,M,45-49,Married,City,156,11,28.33,4
9024,c-058303313989,Other,25-29,Single,City,8,2,23.12,0
9025,c-774980346637,F,15-19,Single,City,22,4,8.74,4
9026,c-995430766442,M,50-54,Married,Town,234,11,29.27,4
9027,c-613901442544,F,30-34,Divorced,City,99,7,21.08,4
9028,c-886772140485,F,45-49,Single,City,60,5,23.65,4
9029,c-815497904495,F,70-74,Divorced,Town,38,1,32.1,4
9030,c-439822632729,M,70-74,Divorced,City,40,6,10.39,4
9031,c-512561918107,Other,15-19,Single,City,22,6,6.47,3
9032,c-776435390867,M,60-64,Married,Town,271,14,27.28,4
9033,c-542627206554,F,20-24,Married,City,119,3,78.83,4
9034,c-886772140485,F,55-59,Married,City,195,5,70.18,2
9035,c-815497904495,F,85-89,Widowed,Town,16,1,35.58,4
9036,c-243540080318,Other,45-49,Married,Town,174,5,61.13,2
9037,c-150655618403,M,85-89,Divorced,City,46,3,27.83,4
9038,c-774980346637,F,15-19,Single,City,20,4,14.86,0
9039,c-877784920462,M,30-34,Married,City,264,5,74.67,4
9040,c-703706110647,F,80-84,Widowed,City,35,8,10.28,4
9041,c-806510684472,M,35-39,Single,City,38,1,31.28,4
9042,c-613901442544,F,20-24,Single,Town,41,7,10.62,4
9043,c-906757616828,M,30-34,Married,Town,291,4,104.44,4
9044,c-703706110647,F,50-54,Married,City,207,8,76.39,2
9045,c-542627206554,F,20-24,Single,City,20,3,23.42,0
9046,c-876329876232,F,75-79,Widowed,City,121,13,14.65,3
9047,c-815497904495,F,25-29,Single,City,1,1,23.9,0
9048,c-221929854393,M,70-74,Widowed,City,33,7,11.98,3
9049,c-815497904495,F,25-29,Single,City,1,1,20.47,0
9050,c-439822632729,M,50-54,Widowed,City,79,6,20.88,4
9051,c-886772140485,F,50-54,Married,City,386,5,91.87,2
9052,c-213474791871,F,30-34,Married,City,133,2,141.13,4
9053,c-542627206554,F,75-79,Divorced,City,48,3,29.83,4
9054,c-072018911972,Other,30-34,Single,City,54,12,9.09,3
9055,c-542627206554,F,50-54,Single,City,80,3,41.25,4
9056,c-815497904495,F,25-29,Single,City,9,1,21.74,0
9057,c-431938009945,F,70-74,Divorced,City,49,18,5.52,3
9058,c-542627206554,F,65-69,Divorced,City,6,3,21.39,1
9059,c-221929854393,M,45-49,Married,Town,351,7,75.01,2
9060,c-150655618403,M,50-54,Single,City,548,3,239.28,4
9061,c-150655618403,M,60-64,Widowed,City,30,3,21.63,4
9062,c-243540080318,Other,45-49,Married,City,200,5,91.44,2
9063,c-886772140485,F,55-59,Divorced,City,370,5,109.84,2
9064,c-150655618403,M,40-44,Single,City,26,3,34.74,1
9065,c-815497904495,F,75-79,Married,City,9,1,84.83,1
9066,c-970669382377,Other,60-64,Single,City,45,3,29.02,4
9067,c-295191292114,F,50-54,Married,City,483,20,42.36,4
9068,c-532184942301,F,25-29,Married,City,161,15,19.0,4
9069,c-906757616828,M,35-39,Single,City,259,4,193.79,4
9070,c-705161154877,M,40-44,Married,City,152,10,35.29,4
9071,c-906757616828,M,40-44,Single,Town,86,4,41.32,4
9072,c-430835412706,F,70-74,Married,City,134,6,54.01,2
9073,c-703706110647,F,50-54,Divorced,City,440,8,106.94,2
9074,c-613901442544,F,30-34,Single,City,58,7,16.83,4
9075,c-613901442544,F,75-79,Married,City,147,7,47.37,4
9076,c-886772140485,F,70-74,Widowed,City,26,5,13.92,4
9077,c-632431874657,F,55-59,Married,City,280,12,39.88,4
9078,c-430835412706,F,15-19,Single,City,11,6,4.45,0
9079,c-341030744603,F,70-74,Divorced,City,196,9,27.05,3
9080,c-613901442544,F,90-94,Widowed,City,49,7,14.1,4
9081,c-815497904495,F,80-84,Married,Town,27,1,100.71,1
9082,c-213474791871,F,30-34,Married,City,123,2,113.49,4
9083,c-613901442544,F,55-59,Divorced,City,483,7,94.78,2
9084,c-150655618403,M,15-19,Single,City,43,3,14.43,4
9085,c-583836154097,Other,70-74,Divorced,Town,41,10,12.67,1
9086,c-613901442544,F,75-79,Divorced,City,104,7,21.64,4
9087,c-877784920462,M,75-79,Widowed,Town,62,5,13.26,4
9088,c-213474791871,F,60-64,Married,Town,285,2,127.66,2
9089,c-439822632729,M,40-44,Married,City,179,6,67.27,2
9090,c-603459178291,F,45-49,Married,City,156,11,32.49,4
9091,c-341030744603,F,65-69,Married,City,100,9,23.3,4
9092,c-774980346637,F,50-54,Married,City,417,4,131.05,2
9093,c-613901442544,F,45-49,Married,City,193,7,75.93,2
9094,c-703706110647,F,30-34,Married,City,385,8,77.26,4
9095,c-439822632729,M,55-59,Divorced,City,62,6,21.04,4
9096,c-877784920462,M,70-74,Divorced,City,172,5,72.78,2
9097,c-886772140485,F,65-69,Married,City,225,5,61.85,2
9098,c-150655618403,M,25-29,Single,Town,39,3,20.14,4
9099,c-439822632729,M,25-29,Married,City,112,6,46.34,0
9100,c-632431874657,F,25-29,Single,City,32,12,5.28,4
9101,c-222462011894,M,25-29,Single,City,13,2,18.36,0
9102,c-439822632729,M,70-74,Married,City,127,6,48.55,4
9103,c-906757616828,M,30-34,Single,City,63,4,36.24,4
9104,c-906757616828,M,35-39,Married,Town,299,4,121.2,2
9105,c-906757616828,M,30-34,Married,Town,341,4,149.25,4
9106,c-058303313989,Other,40-44,Married,City,51,2,136.51,1
9107,c-978031852818,M,20-24,Married,Town,172,8,48.03,0
9108,c-876329876232,F,80-84,Divorced,City,63,13,9.19,3
9109,c-341030744603,F,25-29,Married,City,121,9,20.18,4
9110,c-583836154097,Other,60-64,Married,City,109,10,22.49,4
9111,c-440925229968,M,70-74,Married,City,154,18,16.3,4
9112,c-774980346637,F,55-59,Divorced,City,559,4,238.84,2
9113,c-430835412706,F,65-69,Married,Town,153,6,46.1,4
9114,c-542627206554,F,20-24,Single,Town,49,3,27.33,4
9115,c-906757616828,M,70-74,Divorced,City,60,4,32.48,4
9116,c-684083086453,Other,90-94,Divorced,City,57,13,10.41,4
9117,c-213474791871,F,75-79,Divorced,City,42,2,28.64,4
9118,c-221929854393,M,75-79,Married,City,126,7,44.77,4
9119,c-058303313989,Other,75-79,Widowed,City,171,2,123.68,4
9120,c-774980346637,F,35-39,Married,Town,356,4,132.67,2
9121,c-613901442544,F,35-39,Single,City,64,7,17.19,4
9122,c-785432616048,Other,65-69,Married,Town,238,4,100.96,2
9123,c-542627206554,F,80-84,Divorced,Town,23,3,16.5,4
9124,c-886772140485,F,40-44,Married,Town,185,5,90.78,2
9125,c-906757616828,M,50-54,Married,City,523,4,170.38,2
9126,c-150655618403,M,40-44,Married,Town,101,3,145.53,1
9127,c-785432616048,Other,25-29,Single,City,75,4,24.81,4
9128,c-906757616828,M,55-59,Married,City,291,4,157.83,2
9129,c-906757616828,M,50-54,Married,City,213,4,138.57,2
9130,c-341030744603,F,35-39,Single,Town,33,9,13.63,4
9131,c-774980346637,F,15-19,Single,City,25,4,14.07,0
9132,c-774980346637,F,65-69,Divorced,City,503,4,159.17,2
9133,c-877784920462,M,35-39,Married,City,161,5,57.16,2
9134,c-774980346637,F,65-69,Married,City,204,4,107.93,2
9135,c-785422610890,F,20-24,Single,City,35,14,5.15,0
9136,c-213474791871,F,50-54,Married,City,53,2,170.94,1
9137,c-906757616828,M,60-64,Married,City,281,4,108.54,2
9138,c-213474791871,F,45-49,Divorced,City,18,2,196.03,1
9139,c-956953784394,Other,30-34,Married,City,243,11,33.22,4
9140,c-632431874657,F,50-54,Single,City,250,12,45.67,4
9141,c-221929854393,M,45-49,Married,City,384,7,76.25,2
9142,c-785432616048,Other,35-39,Married,City,258,4,124.73,2
9143,c-542627206554,F,25-29,Single,City,36,3,20.75,4
9144,c-268301464383,M,70-74,Married,City,63,13,13.7,4
9145,c-295191292114,F,85-89,Married,Town,136,20,14.22,4
9146,c-774980346637,F,35-39,Divorced,City,71,4,37.08,4
9147,c-341030744603,F,35-39,Single,City,41,9,9.85,3
9148,c-542627206554,F,45-49,Married,Town,286,3,128.25,2
9149,c-150655618403,M,50-54,Married,City,258,3,139.36,2
9150,c-542627206554,F,20-24,Single,City,18,3,25.92,0
9151,c-150655618403,M,55-59,Divorced,City,58,3,217.13,1
9152,c-886772140485,F,70-74,Married,Town,184,5,51.55,2
9153,c-815497904495,F,55-59,Divorced,City,13,1,42.82,1
9154,c-906757616828,M,70-74,Divorced,City,296,4,140.18,2
9155,c-460910706311,F,85-89,Married,City,193,19,23.92,4
9156,c-877784920462,M,50-54,Widowed,Town,98,5,29.5,4
9157,c-815497904495,F,25-29,Single,City,4,1,19.34,0
9158,c-886772140485,F,40-44,Single,City,43,5,19.45,4
9159,c-899395146387,Other,65-69,Married,City,158,7,60.0,2
9160,c-512561918107,Other,20-24,Divorced,City,27,6,8.34,4
9161,c-806510684472,M,30-34,Single,City,7,1,39.14,4
9162,c-213474791871,F,40-44,Divorced,City,12,2,31.44,1
9163,c-785422610890,F,55-59,Married,City,300,14,35.88,4
9164,c-150655618403,M,35-39,Married,City,292,3,126.31,2
9165,c-430835412706,F,70-74,Widowed,City,68,6,19.7,4
9166,c-222462011894,M,60-64,Married,Town,39,2,111.6,1
9167,c-978031852818,M,35-39,Married,City,369,8,65.72,2
9168,c-213474791871,F,65-69,Married,City,230,2,120.71,2
9169,c-603459178291,F,60-64,Married,City,117,11,26.2,4
9170,c-542627206554,F,45-49,Single,City,214,3,161.26,4
9171,c-542627206554,F,35-39,Married,Town,91,3,106.36,2
9172,c-213474791871,F,50-54,Married,Town,79,2,137.39,1
9173,c-150655618403,M,50-54,Divorced,City,44,3,37.83,4
9174,c-542627206554,F,50-54,Divorced,Town,286,3,193.26,2
9175,c-512561918107,Other,50-54,Married,Town,128,6,61.07,2
9176,c-341030744603,F,60-64,Married,City,142,9,23.45,4
9177,c-542627206554,F,45-49,Married,City,338,3,123.88,2
9178,c-886772140485,F,90-94,Single,City,92,5,49.36,4
9179,c-150655618403,M,70-74,Widowed,City,18,3,17.98,4
9180,c-058303313989,Other,20-24,Single,Town,16,2,18.42,0
9181,c-221929854393,M,35-39,Married,City,191,7,71.23,2
9182,c-613901442544,F,70-74,Widowed,City,69,7,17.82,4
9183,c-430835412706,F,35-39,Single,City,71,6,21.32,4
9184,c-603459178291,F,45-49,Married,City,198,11,36.09,4
9185,c-339575700373,M,20-24,Single,City,23,9,7.06,0
9186,c-512551912949,F,50-54,Married,City,299,16,36.47,4
9187,c-542627206554,F,55-59,Married,City,509,3,161.8,2
9188,c-877784920462,M,35-39,Single,Town,29,5,14.71,4
9189,c-439822632729,M,45-49,Married,City,319,6,65.45,2
9190,c-542627206554,F,65-69,Single,City,408,3,141.89,4
9191,c-213474791871,F,80-84,Widowed,City,24,2,19.43,4
9192,c-213474791871,F,30-34,Single,City,17,2,23.89,4
9193,c-785422610890,F,50-54,Married,Town,120,14,25.06,4
9194,c-886772140485,F,45-49,Single,City,35,5,15.79,4
9195,c-906757616828,M,35-39,Single,Town,21,4,31.91,4
9196,c-978031852818,M,35-39,Divorced,Town,57,8,19.74,4
9197,c-815497904495,F,65-69,Widowed,City,22,1,27.93,4
9198,c-150655618403,M,85-89,Widowed,City,23,3,10.02,4
9199,c-995430766442,M,60-64,Married,City,79,11,18.58,4
9200,c-542627206554,F,35-39,Married,City,199,3,149.47,2
9201,c-886772140485,F,90-94,Married,City,137,5,38.22,4
9202,c-430835412706,F,70-74,Divorced,Town,41,6,14.27,4
9203,c-995430766442,M,45-49,Married,City,147,11,35.28,4
9204,c-632431874657,F,50-54,Married,City,324,12,39.1,4
9205,c-970669382377,Other,30-34,Single,Town,66,3,35.27,4
9206,c-150655618403,M,65-69,Married,City,182,3,108.16,2
9207,c-542627206554,F,55-59,Married,Town,199,3,158.67,2
9208,c-877784920462,M,60-64,Married,City,82,5,42.54,4
9209,c-613901442544,F,20-24,Married,City,211,7,41.4,4
9210,c-856706852038,Other,35-39,Married,City,423,8,70.57,2
9211,c-213474791871,F,50-54,Divorced,City,53,2,43.49,4
9212,c-542627206554,F,60-64,Married,City,140,3,93.39,2
9213,c-978031852818,M,65-69,Widowed,City,69,8,16.44,3
9214,c-886772140485,F,25-29,Single,City,14,5,8.75,0
9215,c-341030744603,F,85-89,Divorced,City,21,9,6.78,4
9216,c-430835412706,F,60-64,Divorced,City,53,6,14.63,4
9217,c-542627206554,F,40-44,Married,City,151,3,121.75,2
9218,c-886772140485,F,30-34,Married,City,280,5,70.58,4
9219,c-150655618403,M,65-69,Married,City,139,3,92.68,2
9220,c-213474791871,F,50-54,Married,City,76,2,126.75,1
9221,c-213474791871,F,20-24,Married,City,51,2,85.01,0
9222,c-815497904495,F,15-19,Single,City,3,1,10.98,0
9223,c-542627206554,F,45-49,Married,City,146,3,100.74,2
9224,c-213474791871,F,45-49,Married,Town,114,2,96.43,2
9225,c-339575700373,M,55-59,Divorced,City,272,9,54.39,2
9226,c-774980346637,F,50-54,Single,City,85,4,43.61,4
9227,c-150655618403,M,50-54,Married,City,234,3,139.23,2
9228,c-856706852038,Other,45-49,Married,City,272,8,70.18,2
9229,c-906757616828,M,40-44,Married,Town,265,4,111.13,2
9230,c-339575700373,M,30-34,Single,City,39,9,8.21,3
9231,c-906757616828,M,65-69,Divorced,City,58,4,22.29,4
9232,c-613901442544,F,85-89,Divorced,City,37,7,10.76,4
9233,c-542627206554,F,50-54,Married,City,276,3,158.63,2
9234,c-542627206554,F,30-34,Married,City,253,3,135.59,4
9235,c-886772140485,F,45-49,Divorced,City,52,5,17.52,4
9236,c-815497904495,F,70-74,Divorced,City,13,1,23.68,4
9237,c-222462011894,M,70-74,Married,City,211,2,111.03,2
9238,c-542627206554,F,75-79,Married,City,143,3,100.35,2
9239,c-168054532027,M,55-59,Married,City,253,16,24.08,4
9240,c-612808850463,Other,55-59,Divorced,City,47,9,18.18,1
9241,c-815497904495,F,60-64,Married,City,36,1,116.01,1
9242,c-150655618403,M,65-69,Divorced,City,149,3,152.39,1
9243,c-542627206554,F,25-29,Single,City,25,3,17.16,0
9244,c-049306088808,M,55-59,Divorced,Town,196,12,44.89,3
9245,c-221929854393,M,45-49,Married,City,389,7,79.87,2
9246,c-542627206554,F,25-29,Married,Town,165,3,71.15,4
9247,c-886772140485,F,25-29,Single,City,22,5,9.12,0
9248,c-213474791871,F,60-64,Married,City,53,2,124.41,1
9249,c-542627206554,F,60-64,Divorced,City,38,3,23.54,4
9250,c-512551912949,F,50-54,Married,City,309,16,35.59,4
9251,c-314814316308,Other,35-39,Divorced,City,32,1,32.8,4
9252,c-995430766442,M,45-49,Married,City,136,11,32.5,4
9253,c-774980346637,F,50-54,Married,City,283,4,181.53,2
9254,c-512551912949,F,50-54,Married,Town,297,16,40.44,4
9255,c-430835412706,F,60-64,Divorced,City,42,6,13.61,4
9256,c-430835412706,F,50-54,Married,City,89,6,64.33,1
9257,c-703706110647,F,80-84,Married,City,144,8,35.11,4
9258,c-542627206554,F,25-29,Single,Town,61,3,25.82,4
9259,c-542627206554,F,15-19,Single,City,13,3,13.47,0
9260,c-877784920462,M,35-39,Single,Town,55,5,19.48,4
9261,c-314814316308,Other,15-19,Single,City,4,1,13.43,0
9262,c-815497904495,F,25-29,Single,City,4,1,21.19,0
9263,c-877784920462,M,80-84,Married,City,44,5,42.57,1
9264,c-512551912949,F,40-44,Divorced,City,114,16,14.08,4
9265,c-221929854393,M,45-49,Married,Town,168,7,81.42,1
9266,c-542627206554,F,40-44,Single,City,58,3,32.45,4
9267,c-806510684472,M,85-89,Divorced,City,30,1,32.13,4
9268,c-542627206554,F,60-64,Married,City,98,3,124.74,1
9269,c-886772140485,F,70-74,Married,City,166,5,56.15,2
9270,c-542627206554,F,50-54,Divorced,City,47,3,41.0,4
9271,c-213474791871,F,45-49,Married,City,15,2,126.67,1
9272,c-213474791871,F,15-19,Single,Town,6,2,16.53,0
9273,c-341030744603,F,55-59,Married,City,137,9,31.97,4
9274,c-613901442544,F,40-44,Married,City,433,7,80.71,2
9275,c-684083086453,Other,55-59,Married,City,198,13,29.69,4
9276,c-542627206554,F,25-29,Single,City,47,3,21.04,4
9277,c-806510684472,M,25-29,Single,City,6,1,21.81,0
9278,c-774980346637,F,15-19,Single,City,30,4,14.51,4
9279,c-430835412706,F,35-39,Single,City,60,6,24.9,4
9280,c-815497904495,F,25-29,Single,City,5,1,20.28,0
9281,c-703706110647,F,30-34,Single,Town,79,8,16.47,4
9282,c-632431874657,F,70-74,Widowed,City,88,12,13.71,3
9283,c-613901442544,F,25-29,Single,City,31,7,9.3,0
9284,c-886772140485,F,50-54,Divorced,City,85,5,31.12,4
9285,c-213474791871,F,65-69,Married,City,103,2,82.67,2
9286,c-815497904495,F,30-34,Married,City,13,1,118.83,4
9287,c-341030744603,F,75-79,Married,City,81,9,17.82,4
9288,c-877784920462,M,40-44,Married,City,159,5,61.65,2
9289,c-542627206554,F,45-49,Single,City,30,3,37.47,1
9290,c-339575700373,M,20-24,Single,City,11,9,2.52,0
9291,c-243540080318,Other,65-69,Married,City,162,5,63.2,2
9292,c-430835412706,F,55-59,Married,Town,267,6,64.74,2
9293,c-150655618403,M,55-59,Married,Town,233,3,151.28,2
9294,c-886772140485,F,60-64,Married,City,175,5,47.77,4
9295,c-613901442544,F,50-54,Widowed,Town,139,7,29.76,4
9296,c-150655618403,M,25-29,Single,City,47,3,19.77,4
9297,c-213474791871,F,55-59,Married,City,127,2,169.9,2
9298,c-222462011894,M,45-49,Single,City,248,2,176.57,4
9299,c-150655618403,M,75-79,Married,City,134,3,111.25,2
9300,c-899395146387,Other,60-64,Married,City,196,7,53.37,2
9301,c-339575700373,M,30-34,Divorced,City,66,9,10.82,4
9302,c-213474791871,F,25-29,Single,City,37,2,20.72,4
9303,c-886772140485,F,45-49,Married,City,137,5,73.15,2
9304,c-613901442544,F,70-74,Divorced,City,44,7,12.17,4
9305,c-815497904495,F,65-69,Divorced,Town,5,1,32.38,1
9306,c-213474791871,F,45-49,Married,City,168,2,120.16,2
9307,c-213474791871,F,85-89,Divorced,City,16,2,16.39,4
9308,c-295191292114,F,90-94,Widowed,City,173,20,17.56,3
9309,c-906757616828,M,20-24,Single,City,43,4,21.92,0
9310,c-339575700373,M,35-39,Married,City,113,9,21.3,4
9311,c-703706110647,F,70-74,Divorced,City,66,8,13.44,3
9312,c-978031852818,M,45-49,Married,City,488,8,85.43,2
9313,c-806510684472,M,65-69,Married,City,119,1,99.39,2
9314,c-776435390867,M,55-59,Married,City,181,14,29.11,4
9315,c-856706852038,Other,40-44,Divorced,Town,26,8,8.59,3
9316,c-339575700373,M,50-54,Married,City,112,9,30.34,4
9317,c-222462011894,M,65-69,Married,City,199,2,105.68,2
9318,c-806510684472,M,25-29,Married,Town,21,1,75.24,0
9319,c-906757616828,M,80-84,Married,City,202,4,71.07,2
9320,c-221929854393,M,50-54,Divorced,City,63,7,23.23,4
9321,c-430835412706,F,70-74,Widowed,City,312,6,92.33,4
9322,c-906757616828,M,50-54,Divorced,City,349,4,204.63,2
9323,c-906757616828,M,30-34,Married,City,379,4,103.4,4
9324,c-733781404252,F,60-64,Married,City,197,21,17.93,4
9325,c-613901442544,F,45-49,Married,City,150,7,86.93,1
9326,c-815497904495,F,20-24,Single,City,1,1,21.59,0
9327,c-886772140485,F,35-39,Married,City,124,5,57.63,2
9328,c-213474791871,F,20-24,Single,City,10,2,21.68,0
9329,c-341030744603,F,35-39,Single,Town,18,9,4.23,4
9330,c-222462011894,M,65-69,Married,City,239,2,135.83,2
9331,c-542627206554,F,70-74,Divorced,City,28,3,22.85,4
9332,c-806510684472,M,40-44,Single,City,40,1,34.47,4
9333,c-213474791871,F,15-19,Single,Town,13,2,14.66,0
9334,c-222462011894,M,20-24,Single,City,8,2,19.2,0
9335,c-856706852038,Other,35-39,Single,Town,76,8,17.67,3
9336,c-213474791871,F,75-79,Married,City,56,2,117.77,1
9337,c-970669382377,Other,35-39,Divorced,Town,63,3,35.76,4
9338,c-542627206554,F,50-54,Married,City,307,3,175.19,2
9339,c-906757616828,M,35-39,Single,Town,28,4,38.2,4
9340,c-785432616048,Other,20-24,Single,City,59,4,30.2,0
9341,c-705161154877,M,50-54,Widowed,City,16,10,3.95,3
9342,c-886772140485,F,35-39,Married,City,209,5,72.83,2
9343,c-222462011894,M,30-34,Married,Town,133,2,115.09,4
9344,c-542627206554,F,30-34,Married,City,325,3,139.45,4
9345,c-150655618403,M,70-74,Divorced,City,175,3,150.51,2
9346,c-430835412706,F,45-49,Married,Town,145,6,64.88,2
9347,c-774980346637,F,45-49,Single,City,116,4,168.07,1
9348,c-150655618403,M,35-39,Divorced,City,45,3,35.63,4
9349,c-222462011894,M,50-54,Divorced,City,21,2,48.67,1
9350,c-978031852818,M,65-69,Divorced,City,68,8,18.76,3
9351,c-469897926334,M,35-39,Married,City,263,19,28.7,4
9352,c-906757616828,M,60-64,Divorced,City,55,4,23.1,4
9353,c-886772140485,F,45-49,Divorced,Town,87,5,21.22,4
9354,c-906757616828,M,70-74,Widowed,City,181,4,135.36,4
9355,c-213474791871,F,65-69,Married,City,23,2,75.55,1
9356,c-886772140485,F,75-79,Divorced,City,22,5,14.41,1
9357,c-314814316308,Other,70-74,Married,City,6,1,118.76,1
9358,c-705161154877,M,75-79,Married,City,39,10,9.87,4
9359,c-774980346637,F,50-54,Divorced,City,77,4,46.44,4
9360,c-877784920462,M,30-34,Single,City,57,5,18.1,4
9361,c-439822632729,M,60-64,Married,City,114,6,50.21,2
9362,c-774980346637,F,30-34,Single,City,96,4,35.35,4
9363,c-774980346637,F,70-74,Divorced,City,51,4,26.0,4
9364,c-906757616828,M,35-39,Single,City,41,4,33.81,4
9365,c-970669382377,Other,55-59,Married,City,260,3,177.0,2
9366,c-439822632729,M,60-64,Divorced,Town,228,6,65.36,2
9367,c-886772140485,F,70-74,Divorced,City,46,5,17.01,4
9368,c-705161154877,M,75-79,Married,Town,87,10,18.28,4
9369,c-430835412706,F,45-49,Married,City,229,6,91.71,2
9370,c-222462011894,M,40-44,Divorced,Town,48,2,33.56,4
9371,c-542627206554,F,25-29,Single,City,12,3,21.83,0
9372,c-703706110647,F,30-34,Single,City,122,8,19.04,3
9373,c-603459178291,F,40-44,Divorced,City,19,11,4.34,3
9374,c-815497904495,F,15-19,Single,Town,5,1,12.14,0
9375,c-774980346637,F,15-19,Single,City,12,4,11.58,0
9376,c-806510684472,M,60-64,Widowed,Town,24,1,25.75,4
9377,c-613901442544,F,25-29,Single,City,36,7,11.7,0
9378,c-603459178291,F,50-54,Married,City,192,11,31.07,4
9379,c-705161154877,M,85-89,Divorced,City,22,10,4.77,3
9380,c-150655618403,M,40-44,Married,City,254,3,128.65,2
9381,c-906757616828,M,15-19,Single,City,18,4,10.88,0
9382,c-150655618403,M,15-19,Single,City,15,3,9.09,3
9383,c-243540080318,Other,45-49,Divorced,Town,50,5,19.34,4
9384,c-341030744603,F,80-84,Widowed,Town,33,9,7.36,3
9385,c-714148374900,F,45-49,Married,City,196,10,39.62,4
9386,c-049306088808,M,55-59,Married,City,227,12,32.28,4
9387,c-150655618403,M,60-64,Married,City,62,3,116.19,1
9388,c-877784920462,M,50-54,Married,City,188,5,82.32,2
9389,c-703706110647,F,20-24,Single,Town,58,8,12.23,3
9390,c-877784920462,M,80-84,Divorced,City,116,5,70.89,1
9391,c-542627206554,F,40-44,Married,Town,205,3,108.5,2
9392,c-906757616828,M,70-74,Married,City,214,4,117.93,2
9393,c-886772140485,F,45-49,Single,City,359,5,111.97,4
9394,c-213474791871,F,45-49,Married,City,79,2,119.28,1
9395,c-150655618403,M,25-29,Single,City,51,3,21.1,4
9396,c-213474791871,F,30-34,Single,City,57,2,35.89,4
9397,c-243540080318,Other,50-54,Married,City,162,5,82.83,2
9398,c-222462011894,M,65-69,Married,City,74,2,92.71,2
9399,c-774980346637,F,35-39,Single,City,56,4,36.48,4
9400,c-774980346637,F,65-69,Divorced,City,77,4,28.51,4
9401,c-714148374900,F,50-54,Married,City,161,10,28.13,4
9402,c-150655618403,M,15-19,Single,City,15,3,16.69,0
9403,c-906757616828,M,60-64,Married,City,168,4,89.04,2
9404,c-430835412706,F,45-49,Single,Town,77,6,20.6,4
9405,c-906757616828,M,70-74,Married,City,136,4,81.55,2
9406,c-541172162324,M,75-79,Widowed,City,15,15,0.59,3
9407,c-886772140485,F,35-39,Divorced,City,45,5,17.72,4
9408,c-876329876232,F,90-94,Married,City,63,13,11.73,4
9409,c-774980346637,F,80-84,Married,City,198,4,91.0,2
9410,c-815497904495,F,15-19,Single,City,7,1,8.62,4
9411,c-774980346637,F,40-44,Married,City,347,4,127.16,2
9412,c-395438224470,F,50-54,Married,City,322,23,29.9,4
9413,c-222462011894,M,25-29,Single,City,24,2,23.81,4
9414,c-542627206554,F,35-39,Single,City,54,3,40.18,4
9415,c-150655618403,M,55-59,Married,City,317,3,162.59,2
9416,c-774980346637,F,85-89,Divorced,City,31,4,18.92,4
9417,c-815497904495,F,80-84,Married,Town,61,1,57.69,2
9418,c-603459178291,F,50-54,Divorced,City,48,11,8.04,3
9419,c-785422610890,F,50-54,Married,City,204,14,29.23,4
9420,c-815497904495,F,90-94,Widowed,City,22,1,22.48,4
9421,c-213474791871,F,30-34,Single,City,19,2,32.24,4
9422,c-440925229968,M,90-94,Married,City,65,18,6.85,4
9423,c-995430766442,M,30-34,Single,City,46,11,6.59,4
9424,c-439822632729,M,15-19,Single,City,19,6,10.27,0
9425,c-222462011894,M,55-59,Divorced,City,28,2,44.54,1
9426,c-774980346637,F,30-34,Single,City,110,4,33.49,4
9427,c-603459178291,F,45-49,Divorced,City,262,11,47.48,3
9428,c-243540080318,Other,80-84,Divorced,City,194,5,62.96,2
9429,c-542627206554,F,55-59,Single,City,47,3,47.95,1
9430,c-714148374900,F,40-44,Married,City,204,10,37.14,4
9431,c-776435390867,M,85-89,Married,City,181,14,22.31,4
9432,c-542627206554,F,70-74,Married,City,162,3,122.65,2
9433,c-439822632729,M,35-39,Married,City,238,6,51.48,2
9434,c-774980346637,F,35-39,Single,City,110,4,36.32,4
9435,c-603459178291,F,70-74,Widowed,City,35,11,4.26,4
9436,c-906757616828,M,55-59,Married,City,442,4,171.4,2
9437,c-899395146387,Other,40-44,Married,City,314,7,64.6,2
9438,c-886772140485,F,40-44,Divorced,Town,77,5,25.79,4
